email_text,url,label
"Your account has been locked. Verify now to restore access.","http://fakebank-login.com",1
"Monthly statement is ready. View it here.","https://secure.bankofamerica.com",0
"Urgent! Unusual activity detected. Confirm your identity.","http://verify-update-secure.com",1
"Here is the agenda for tomorrow’s meeting. Please review.","https://docs.google.com",0
"Claim your iPhone now! Just click the link.","http://winfreeprize.net",1
"Reminder: Timesheet submission deadline today.","https://internal.company.com",0
"Someone tried to log in to your email account. Check activity.","http://security-alerts365.com",1
"Thanks for your payment. Here is the receipt.","https://payments.stripe.com",0
"Confirm your Amazon delivery now.","http://amaz0n-support-info.com",1
"Team lunch scheduled next week. Please RSVP.","https://calendar.google.com",0
"Update your Microsoft account information now.","http://microsoftsecure-update.com",1
"Congratulations, you won a lottery! Click below.","http://lotto.claimfree.com",1
"Invoice #1247 for your recent purchase is attached.","https://billing.amazon.com",0
"Unusual login from a new device. Act immediately.","http://new-login-alert.com",1
"Here's your Dropbox link to the shared folder.","https://dropbox.com/s/example123",0
type,content,content_length,has_phishing_keywords,label
url,https://paypal-auth.com/dom32ptxy~m77z-,39,0,1
url,http://secure-secure.co/ao5eg0,30,1,1
url,http://verify.org/0leap8.y,26,1,1
url,http://amazon-update.co/kxvo069,31,1,1
url,http://bank.net/bmool6u3k4,26,0,1
url,http://verify-secure.org/ilmom..sif,35,1,1
url,http://verify.net/sndqa8qij62gc5r,33,1,0
url,https://secure-update.info/rmkjk4d3hn-fyj,41,1,0
url,http://verify-auth.info/8n0wk,29,1,0
url,http://paypal-login.co/8ag1dsv,30,1,0
url,http://bank-auth.net/kfcj7hjf90-ka,34,0,0
url,https://bank.info/3shte,23,0,1
url,http://login-auth.co/2rxjoy,27,1,0
url,http://verify-login.org/f78zmw2,31,1,1
url,https://secure-secure.co/1k9evs.o,33,1,0
url,http://verify.co/k7d--x7f,25,1,0
url,http://paypal-login.com/1~.e8~t.ht,34,1,1
url,http://apple-secure.com/0t9vwmnf,32,1,1
url,http://secure.org/uh324v1p55jqo,31,1,0
url,http://apple.org/3z33wr~lp,26,0,1
url,http://secure-update.info/grq747,32,1,0
url,https://paypal-update.info/q5u-bpgs,35,1,1
url,http://secure-update.info/6_d4ee8l.kqua,39,1,1
url,http://bank.com/19drv7,22,0,0
url,https://bank-update.net/jo3x9aq1j,33,1,0
url,https://bank.com/p3hmd0,23,0,0
url,https://bank-secure.com/1osgstbc3iou,36,1,0
url,http://amazon-login.net/iyxcano8,32,1,1
url,http://secure-update.com/4k3y07o,32,1,1
url,https://google.org/mp2x5u09.u,29,0,0
url,http://google-update.net/b56mynrhjsye3sk,40,1,1
url,http://google.org/92_3b-h.9-,28,0,1
url,http://paypal.info/n_zcrsqp8qqiva,33,0,1
url,http://apple.info/ldk359,24,0,0
url,https://amazon.info/inn89b9q6ufpm,33,0,0
url,http://paypal-auth.co/rpf.aeh-gekw,34,0,1
url,http://apple.org/24ajj2-kx,26,0,0
url,https://paypal.com/q3.07abj,27,0,1
url,https://apple.net/moqjcz,24,0,1
url,https://amazon-login.com/z31i8gvd_cufpgj,40,1,0
url,http://amazon.net/83sz_rp28h,28,0,1
url,http://verify.org/3q38u2z5w_-gxdj,33,1,0
url,https://login.net/zt1s~nwiv0b01,31,1,0
url,https://apple.co/lqdw.mumqghn9,30,0,1
url,https://amazon-update.com/l2l9z,31,1,1
url,http://paypal-auth.org/3bmus6zb1q3t-l,37,0,0
url,https://apple.com/vmmectu48qa,29,0,1
url,https://google.co/q5vrg1s,25,0,0
url,http://apple-update.co/v8-qwj09s7rze,36,1,0
url,http://secure-auth.org/86dyokfd44,33,1,0
url,http://paypal.info/hakz6piifqpc,31,0,1
url,http://verify-login.com/gatbpcxij3,34,1,0
url,http://paypal-auth.com/5aion2i,30,0,1
url,http://secure.net/w2uzzejz,26,1,0
url,https://login-auth.net/3.jz11,29,1,1
url,http://secure.info/1d-zjw.c_i.,30,1,0
url,http://google-update.info/x3njd,31,1,1
url,http://google-secure.net/ez4bb6s36r,35,1,1
url,https://verify-update.org/r1yd2pyx6,35,1,0
url,http://login-auth.org/kyhzs4o,29,1,1
url,http://google.net/xwa7qj,24,0,0
url,https://paypal-login.co/2r8.9s2~kev6.,37,1,1
url,http://google.net/duxj724p_q9t88.,33,0,0
url,http://paypal.org/ndjfhf0tvsz5n_,32,0,0
url,http://amazon-update.co/c5miwrdwkud,35,1,0
url,https://google-auth.co/rkh9.o,29,0,1
url,http://verify-login.com/mgiczo~6bl,34,1,1
url,https://amazon-auth.com/zki8mi7x1sv,35,0,1
url,http://google-auth.com/39_9-i_~gq6kf,36,0,1
url,https://amazon.co/10yqo8_8,26,0,1
url,http://secure.net/nfnak16y,26,1,1
url,https://verify-update.net/10cav,31,1,0
url,https://amazon.org/g_xp2z,25,0,0
url,https://login.info/vnvd9na6h4g,30,1,0
url,http://google.co/tg98v8c_t,26,0,1
url,https://secure-update.com/ot~d2op,33,1,0
url,http://apple-secure.net/auamx70kmf4060-,39,1,1
url,http://secure.info/bly5jl~9rzr,30,1,1
url,https://login.org/xh9qeu7wxz,28,1,1
url,https://verify-secure.org/njrbl345yerb4t,40,1,1
url,https://amazon-secure.co/3.7ys7yikrmn8~,39,1,0
url,http://login-login.info/~6e~t_s,31,1,1
url,https://bank.info/~cir5_3_lyc2q-r,33,0,1
url,http://google.info/.yd8a-n~uxjo,31,0,0
url,https://amazon.info/ze8~iu,26,0,1
url,http://verify.org/.yf9kfef4v,28,1,1
url,https://apple.co/8-ivkf11_iipb5z,32,0,0
url,http://bank-secure.co/hcx-rw1ias9n,34,1,0
url,https://bank-update.org/j.t1e21w,32,1,1
url,http://verify-login.com/qkld-s0s-9-,35,1,1
url,http://secure.co/cwqdgbsh,25,1,1
url,http://login-auth.org/.oe4djz8o,31,1,0
url,http://paypal-auth.co/~-k-5zlaky,32,0,0
url,http://paypal-auth.info/weus12wzgqhs-n,38,0,0
url,http://google.com/lmhwsz8,25,0,0
url,http://login-update.com/w_fu7gohnu1,35,1,1
url,https://bank.info/_ch3jnxnw,27,0,1
url,https://amazon-auth.com/_verunmu2xo,35,0,1
url,http://google-auth.org/sya1-yjfk94a,35,0,1
url,http://secure-login.info/j45wa4wz,33,1,0
url,http://login.net/bikdmqw5znejf~1,32,1,1
url,https://bank-auth.net/vv8wvjdwg,31,0,0
url,http://login.co/dlhmuv-cq3,26,1,1
url,https://paypal-secure.net/7j.c7v0z85u7,38,1,1
url,https://apple.info/tru8u-xawy3ugk_,34,0,0
url,https://apple-secure.org/jeja7kqc6,34,1,1
url,https://paypal.org/qwp5dufxdr72i6w,34,0,0
url,http://verify-auth.com/1jvdg658,31,1,1
url,http://secure.info/4qb6q5cwdr,29,1,0
url,https://google-update.co/tdwm452~,33,1,0
url,https://paypal-update.org/-99hjie,33,1,1
url,https://verify-auth.net/ulde16,30,1,0
url,https://secure-secure.net/mai28i,32,1,1
url,http://login-auth.info/d344x-41,31,1,1
url,https://amazon-update.info/w99e_pp,34,1,1
url,https://apple-auth.com/-somwzxymc2,34,0,0
url,http://login.info/eqd94py,25,1,1
url,http://amazon.co/keh~l2,23,0,0
url,http://google.info/g1tm9qvkr2x,30,0,1
url,https://secure-update.co/gta1d1,31,1,0
url,http://verify-update.co/dledtaal,32,1,0
url,https://google.co/7mblvk,24,0,1
url,https://paypal-secure.co/1d81lfla7b,35,1,0
url,http://bank.org/nss_ecfgw,25,0,1
url,http://google.com/8n2qmptwk0,28,0,0
url,http://secure-login.net/r.c7v2,30,1,0
url,https://bank.com/-rqzp02coo8_d1r,32,0,1
url,http://login-auth.com/sq8o.g3aci,32,1,0
url,http://login-login.org/cnt7-2b-1dre1,36,1,0
url,https://login.net/31ejunglm1-_tf,32,1,1
url,https://paypal-login.info/63mn0,31,1,1
url,https://google.info/u-k1nq-5ofsq~.s,35,0,1
url,http://bank-auth.com/f-8a22,27,0,0
url,https://bank.com/z3-cvgytjb-1oa,31,0,0
url,https://paypal-auth.com/o79kmfqlhs_,35,0,0
url,https://secure.net/1x74nrp60t6u,31,1,0
url,http://apple.info/4kn-.50,25,0,0
url,https://login.co/ttk34v2ab2,27,1,0
url,https://amazon-login.info/fhm11is9v0ae7q1,41,1,1
url,http://amazon-login.net/nxeawf,30,1,1
url,http://secure-login.org/cuag~bi6xws,35,1,1
url,https://paypal-secure.co/dlxel,30,1,0
url,https://apple.net/ym8c15vydc26c,31,0,0
url,https://secure-auth.info/.bwea2iku1v,36,1,1
url,http://google.info/u_2ocgosfy,29,0,1
url,https://google.com/bqpz-mya7f799w,33,0,1
url,http://paypal-update.com/znry4g4gf,34,1,0
url,https://bank-login.co/67_ty8xg,30,1,1
url,https://google-secure.org/~x8.k7wdg.,36,1,0
url,http://apple-secure.com/luqahwp5f,33,1,0
url,http://google.net/jhagxgx,25,0,1
url,http://amazon.net/4b6pw,23,0,1
url,https://amazon-login.com/0188tqw,32,1,0
url,http://amazon-secure.info/pf0he70z.ogj-a4,41,1,0
url,https://google.info/9zra840~64,30,0,0
url,https://verify-update.co/m5qn86-12p8wb-,39,1,0
url,https://verify-secure.com/ohc63n09hvvn5io,41,1,1
url,https://apple.org/oofcek7aqyms69x,33,0,1
url,http://paypal.info/3uwpc7zexnjj,31,0,0
url,http://paypal.com/lcf1jy27p5gk4,31,0,0
url,http://verify.org/v4qejjpdk212,30,1,1
url,https://bank.org/kyzh-u,23,0,0
url,https://login-auth.com/oos95o6i,31,1,1
url,http://apple.info/v2w5p_n3wmtpj_l,33,0,1
url,http://apple.co/imkm9c,22,0,0
url,http://bank.info/fnkopzwrbzevkzr,32,0,1
url,https://apple.net/misl0,23,0,0
url,http://login-auth.co/_xzhduz82t,31,1,0
url,https://secure.com/rtqkadf6,27,1,1
url,http://paypal.net/s46wfjch,26,0,0
url,http://bank.org/5jvj76,22,0,1
url,https://paypal-update.org/2bdrazz0p80g4,39,1,0
url,http://apple.info/eutqv47he6q,29,0,0
url,https://apple.com/sqz0pfq7.144ya,32,0,1
url,https://apple-update.org/cimak-dkao8j,37,1,0
url,http://google.org/pr1hd48o.5k~4f,32,0,1
url,https://amazon-secure.info/egbt.-_,34,1,0
url,http://google-auth.net/es2rmgj4z,32,0,1
url,https://bank.net/a~2t_~fti,26,0,1
url,http://login-secure.info/6vhcgw638o8d3,38,1,0
url,http://verify.org/x_44lu1~mr4c7y,32,1,0
url,http://amazon.com/1rq6bm,24,0,0
url,https://verify.com/x~zsjo8,26,1,0
url,https://google-secure.net/a6y6r1,32,1,0
url,https://amazon.com/0ut-r2hpjn6ep77,34,0,1
url,https://secure-login.org/8aaufmno~_,35,1,1
url,http://paypal-login.com/zgpozl69_,33,1,1
url,https://amazon-auth.org/j.0e7ii87d-m5fw,39,0,1
url,http://paypal-auth.net/qhdfw1,29,0,0
url,http://google-update.co/iwc-.g,30,1,0
url,https://amazon.net/32bj2,24,0,1
url,http://google-update.info/gvfxt,31,1,0
url,https://bank.info/8qo2hb9axu4.e,31,0,0
url,http://bank-secure.co/4amks_tpasotiu~,37,1,0
url,http://login-secure.com/_j_8unh,31,1,1
url,http://google-auth.com/~6gpnpvlo1,33,0,0
url,https://bank.org/v6kqnylky9ev.,30,0,0
url,http://amazon-update.net/n9u6kzr7av1.0,38,1,0
url,https://paypal.org/ay.1wjo90-hs38.,34,0,1
url,http://paypal-update.com/q3-sld.dgu-9g1,39,1,1
url,http://google-secure.org/xa~v4h,31,1,0
url,https://login.org/2ni8-7wq,26,1,1
url,https://paypal.info/bokphe,26,0,0
url,https://google.co/cbd1gi3~83c1,30,0,0
url,http://login-update.co/7xi.tvvob,32,1,0
url,https://apple.info/x5mtfz3od7oe93,33,0,0
url,http://secure.co/6suf4z.qdzf_d3d,32,1,0
url,https://google.com/1kovdotup,28,0,0
url,https://secure-auth.org/bf~ne,29,1,1
url,https://bank-secure.net/kk6kadbl,32,1,0
url,https://apple.info/3qjl7k,25,0,0
url,http://google-login.com/yg~zvorm,32,1,1
url,http://bank-secure.org/vhut~l,29,1,0
url,https://google-auth.info/6y9pk5~izxu,36,0,1
url,http://bank-login.info/j28xaoipeg,33,1,0
url,https://amazon-auth.com/ipl-2kwj,32,0,1
url,http://login-secure.co/h9aioq6.vr-vf3j,38,1,1
url,https://amazon-secure.org/8r2ja7ivdhs_,38,1,0
url,https://amazon.org/nbymhvmsh,28,0,1
url,http://verify-auth.co/ttn4rm17tgg778h,37,1,0
url,http://secure.info/vh.slylwv1sg5,32,1,0
url,https://login-auth.org/dapxpf8b8pahg,36,1,1
url,http://login.net/1l-23,22,1,0
url,https://google-secure.com/gokhuk,32,1,0
url,https://paypal.info/03yvddepiovpko,34,0,1
url,https://login.co/q6ax52s-,25,1,0
url,http://apple.net/bd729.31.ngy,29,0,0
url,https://amazon-auth.com/vjyfn,29,0,1
url,https://amazon.co/k7j-y,23,0,0
url,http://login.info/c2.zo,23,1,0
url,https://paypal-login.com/4neker5kt0ezskq,40,1,1
url,http://verify.info/v~fu9kv0g8s,30,1,0
url,http://paypal.co/6osbgbjer,26,0,0
url,http://login.info/f2rxbapno6,28,1,0
url,https://verify.org/xqx51a_8umcit_4,34,1,0
url,https://paypal.com/kc~u5,24,0,1
url,http://secure.com/ybrxt,23,1,1
url,http://verify.net/lu8mu51,25,1,0
url,http://amazon-login.org/rf0mi4qqxd0n8,37,1,1
url,https://bank.net/bpr6k,22,0,0
url,http://amazon-secure.net/wpmolgvcqh09s,38,1,0
url,http://login-auth.net/-4rj4w,28,1,0
url,https://paypal-login.org/n2skh,30,1,0
url,https://paypal-secure.net/~qqylgf6ypr20,39,1,1
url,http://apple.co/f1cl5qzg,24,0,0
url,http://login.org/t.o-wc,23,1,1
url,http://paypal-login.info/29qjrybr6jq3jn,39,1,0
url,http://amazon-auth.com/ff.c40oq~rm~8,36,0,0
url,https://apple-secure.co/ymefqk2r,32,1,0
url,https://secure-secure.com/qoj05huch9coza,40,1,0
url,http://paypal.info/et00843it5-,30,0,1
url,https://login-update.net/96_e~-o05,34,1,0
url,http://bank.org/mqbkogw2rm_6~,29,0,1
url,https://apple.co/yxlm_iwqd1.nk,30,0,1
url,https://verify.org/eyrch18_o0uy,31,1,1
url,https://amazon-auth.net/f~a3d6rsuhy_c,37,0,0
url,http://secure-login.co/zeyv_nx,30,1,1
url,http://verify-auth.com/7kws_92,30,1,0
url,https://apple-secure.org/.lod~,30,1,0
url,http://google-login.org/.0jy-l,30,1,1
url,https://paypal-login.net/4iolp.0z5p3ei~m,40,1,0
url,http://apple.com/e9kzal1.g2jkut,31,0,1
url,http://apple.org/nyrmk45e6,26,0,1
url,http://verify.co/rfvn9_0dhl,27,1,1
url,http://paypal.org/hadukf3-fju,31,0,0
url,http://secure-login.co/lsq8wx.s1suy~4,37,1,0
url,https://secure-auth.com/ib6wf1~o,32,1,0
url,http://secure.info/czd3~ausz,28,1,1
url,http://paypal-auth.net/1mi8v,28,0,0
url,https://paypal-secure.co/h60xctgdu0_,36,1,1
url,http://paypal-update.co/5jt0.6h1oyj0g12,39,1,0
url,http://paypal.co/k~2rap2,24,0,0
url,https://login-secure.org/~y9~5pfn,33,1,0
url,http://amazon-update.net/.2ufm,30,1,0
url,http://apple.info/a.ny65t,25,0,0
url,https://google-login.net/._oi~noiofv,36,1,0
url,https://google-secure.co/bv8nftnl9b,35,1,0
url,http://google-login.net/p_98twq1g8,34,1,0
url,http://verify.co/gxje.0lshkw5s,30,1,0
url,http://verify.org/o4vplg,24,1,0
url,http://amazon.org/bqa_ri1h,26,0,1
url,http://secure-update.net/ln9_pd-_.,34,1,1
url,http://verify-login.org/907roe7b0e,34,1,1
url,https://bank.org/h~9t9.i7~e0cly5,32,0,1
url,https://google.com/i4wmmi7m8a,29,0,1
url,https://paypal.info/-c7nkyf2vojnl,33,0,1
url,https://bank.co/2l4538q,23,0,1
url,http://paypal.info/lduse4axr,28,0,1
url,http://apple.info/ikfl9xnok0mti,31,0,1
url,https://google.co/c7rdf3tjx.j.,30,0,0
url,https://bank.com/0u.ryb6-0o0n0n,31,0,1
url,http://apple.co/ht45wp.xx35lpw,30,0,0
url,https://secure-secure.com/6873_nyogcv-l,39,1,0
url,http://google-login.com/~f5745t,31,1,0
url,http://amazon-auth.net/y8uk4,28,0,0
url,http://amazon-login.com/2b.yusteoev,35,1,0
url,http://google-secure.co/d~.wbe~fue25lo,38,1,1
url,http://google.com/ypyn5,23,0,0
url,http://paypal.net/xfwx-wnq30x-b,31,0,1
url,https://amazon-auth.net/lwj2xgs,31,0,1
url,https://amazon.co/8__y~d5a72h81v,32,0,1
url,http://paypal-secure.co/j66_ha,30,1,1
url,http://google-secure.com/4ltk~b60,33,1,1
url,http://secure.org/ii7m~r7jor9rd4,32,1,0
url,http://verify.info/m~jbji6fp33h,31,1,0
url,http://amazon-update.net/3uqqdz3c4vsc,37,1,0
url,https://google.net/7bfnumf.kv8v~,32,0,0
url,http://amazon.org/cxib0lfpwqc2i,31,0,0
url,http://bank.com/z132cbtuntmp,28,0,0
url,http://apple-update.com/op5gps4_9sw15,37,1,1
url,https://verify-login.com/ieeg71z4e3wma54,40,1,1
url,http://verify.info/o70n94,25,1,0
url,https://apple-auth.com/ot5eq885,31,0,1
url,http://bank-secure.com/er7w9,28,1,0
url,http://secure.net/.5pypq306gmp,30,1,1
url,https://amazon-login.org/u9kp2m,31,1,1
url,http://amazon.info/ouopcg8lui1,30,0,0
url,https://google-auth.com/61v~wbnyf-b,35,0,1
url,http://bank.org/17t4w47ragyo,28,0,1
url,https://google-auth.info/8bk3h~ku4mt.57w,40,0,1
url,http://secure-secure.info/y3-xjrtuhq_e,38,1,0
url,http://amazon.info/i3o_9ro~r7gbunt,34,0,0
url,http://amazon-secure.org/772es,30,1,1
url,https://verify-secure.net/lvrts7_sae.q5,39,1,1
url,https://apple-secure.com/qm-~tosqa7,35,1,1
url,https://apple.info/mgtmbnk-,27,0,1
url,http://google-update.info/k3zrg5yg3,35,1,0
url,http://paypal-login.org/t0oih,29,1,0
url,https://paypal-login.info/izdsjzdde,35,1,1
url,https://apple-update.net/fokn4ll1,33,1,1
url,https://amazon-update.com/b4lijaagj7p1,38,1,0
url,https://paypal-secure.org/r-jgsia-8r7,37,1,0
url,https://verify-secure.com/a60kmc,32,1,0
url,https://bank-update.info/7g4qq-fzc9mk0vm,40,1,1
url,https://bank.co/q.1cbps,23,0,0
url,https://login-auth.info/xpyuj4dy,32,1,0
url,https://google.org/j6fisp1l46,29,0,1
url,https://secure-update.com/j6c3_q~ypj81,38,1,1
url,http://verify.org/a4qxalg4,26,1,0
url,http://apple-auth.org/.74.w2ngoa~,33,0,1
url,http://verify-login.co/z34hk~z,30,1,1
url,http://bank.com/9vlvrkrkq,25,0,0
url,http://paypal.net/86iu-,23,0,0
url,https://apple.co/nitdyjmmkg,27,0,1
url,http://paypal-update.com/lxw7v6,31,1,0
url,https://apple.org/8-3-cixj2,27,0,0
url,http://apple.com/33-0f.ovbxug1m,31,0,0
url,http://verify.net/0-jumug~fk33jm,32,1,1
url,https://amazon-update.com/0od65iq,33,1,0
url,http://verify.org/yk93b,23,1,1
url,https://paypal.info/v72~a6.8wg,30,0,0
url,https://login-update.org/ihlsu5s31mdd3s,39,1,0
url,http://paypal-update.info/6mvrxx0bv6,36,1,1
url,https://secure-auth.com/9~3kvl,30,1,0
url,http://verify.org/qa9vyep3,26,1,0
url,http://login-login.co/2uurg7~rpdh~k~,36,1,1
url,http://apple-auth.co/do-xk,26,0,1
url,https://google-update.com/yntg_5m,33,1,0
url,https://bank-update.net/3xgo_c,30,1,1
url,http://login-auth.info/m.-n7x.a9l1,34,1,0
url,http://verify.info/tooyk,24,1,1
url,http://amazon-secure.info/e6aodqywra,36,1,0
url,http://google-secure.co/b_0~_o8tr,33,1,0
url,https://google.info/k54w5mme1c,30,0,0
url,http://paypal-secure.net/kkclg4dt-q_b,37,1,0
url,http://paypal.net/.lt9h,23,0,0
url,https://verify-update.info/i6wvn9kq8,36,1,1
url,http://bank.com/.8iobeeuq,25,0,0
url,http://login.co/~oui9yxb801,27,1,1
url,https://paypal-auth.org/yck0zumsrx35,36,0,1
url,https://bank-secure.org/_cs-5jg,31,1,1
url,http://secure-login.co/4mx46rctwf1,34,1,0
url,https://amazon.info/olgavt780o,30,0,0
url,https://login-update.net/34r91o2m8l3h,37,1,0
url,http://amazon-update.org/co1ectqwh9~0,37,1,0
url,http://paypal-login.net/8bbcm9v~sr_.y,37,1,1
url,https://secure-secure.com/7szsdpy8en11,38,1,1
url,https://bank-update.com/i.vt55q.m,33,1,1
url,http://apple-update.net/~_hc~qz1ec,34,1,1
url,http://bank.info/wruzwf6eywmhk_-,32,0,1
url,http://amazon.com/d1bfwzewm08dej,32,0,1
url,https://amazon.co/mdwf9pjyed.,29,0,0
url,http://login.co/uiunb,21,1,1
url,https://secure-update.org/yp1.h8h_aqx~-2,40,1,1
url,http://bank-secure.co/s0zlhy6ch46z-dq,37,1,0
url,https://verify-login.org/1t--gi,31,1,1
url,http://apple.net/dafyeg5-c52m.,30,0,1
url,http://login-auth.org/_z.fj_4s1l,32,1,0
url,https://apple.net/n..02vcarhh,29,0,0
url,http://secure-login.info/h.sp17g5~s_tnk,39,1,1
url,https://bank-auth.org/ztyg1ov80gt007i,37,0,0
url,http://bank.co/s9et778uk7jp,27,0,0
url,http://secure.net/epqv24e770v,29,1,0
url,http://secure-secure.co/8y6hr-0pj3,34,1,0
url,http://google-secure.info/al5i1z0hq,35,1,0
url,https://secure.info/5ns7_,25,1,1
url,https://paypal-update.com/vyo.d,31,1,0
url,https://verify-secure.info/6o6fr.a_keao,39,1,0
url,http://bank-update.info/lyn6sr,30,1,1
url,https://secure-secure.com/_5ocsfz,33,1,1
url,https://google.com/u92516-6lhf,30,0,0
url,http://apple-auth.com/-7y3zj,28,0,1
url,https://bank-update.com/g0w761,30,1,0
url,http://secure-login.info/8gd.vusbejsa3u~,40,1,1
url,http://apple.com/kml__--~16t1np,31,0,1
url,https://amazon.info/d96.xx~0~8,30,0,1
url,https://amazon.org/7vv1mg3p4.,29,0,1
url,http://apple.com/4koro3pv,25,0,0
url,http://login-login.org/.6-eytt_hz,33,1,1
url,http://amazon.com/s6c52yuns2u,29,0,1
url,https://secure.co/9bf2oo72.,27,1,1
url,https://amazon.org/xisfpp0,26,0,1
url,http://google-secure.org/0t7ci0,31,1,1
url,https://login.net/ut87yjuh-oly,30,1,1
url,http://secure-secure.info/b5.p9,31,1,0
url,http://secure-update.info/c.93kpkof,35,1,1
url,https://secure-secure.net/fk0uhkz_i1,36,1,1
url,http://bank-secure.net/g40gcr1.,31,1,0
url,https://amazon.com/h12kbhksopgu~m,33,0,1
url,http://verify-update.info/065bb0l6x,35,1,1
url,https://verify-update.org/r2grga1,33,1,1
url,http://login-login.com/cmg8u9pr,31,1,1
url,https://apple-secure.com/ovka5vc55,34,1,0
url,https://secure.info/dk._3,25,1,0
url,http://amazon.net/2oaow4psawl5-c7,33,0,1
url,https://google.co/rlicp~.b3,27,0,1
url,http://apple.info/-vjk_km,25,0,0
url,https://login.org/nj.isa,24,1,0
url,http://login-login.org/ci5_-2ysrq2u_,36,1,0
url,https://amazon.info/.o27le,26,0,1
url,https://google-auth.net/wjip._a,31,0,1
url,https://amazon.org/1k9z4ybci.7k,31,0,0
url,http://secure.co/9py8cv5~6m,27,1,0
url,https://secure-login.org/_f-bnxk-kmb7c2h,40,1,1
url,http://verify-login.info/j~1ecxe-se,35,1,0
url,http://apple.org/pf0il,22,0,0
url,https://secure-auth.info/vrdgloq,32,1,1
url,http://secure-secure.net/dcf09d5rvrx2,37,1,1
url,http://apple-secure.co/w6cccptvw,32,1,1
url,http://bank.info/wceol0,23,0,1
url,http://bank.net/zmhha8,22,0,1
url,https://apple-update.net/bqqb0lc67,34,1,0
url,http://verify-login.co/rt7a3o,29,1,0
url,http://secure.org/sh_ql0u6ba,28,1,0
url,http://bank-auth.com/5b~k6e52207c,33,0,0
url,http://secure-update.co/4kzfnzqi2,33,1,0
url,https://secure.org/mr.qq,24,1,1
url,http://login.net/j.523-,23,1,1
url,http://secure-auth.co/0f~stiz0-wrr-,35,1,1
url,http://verify-auth.net/hg7hivay8c0c44,37,1,0
url,https://amazon.org/0g5-tnzy98i~m7,33,0,0
url,https://paypal.org/xnzz-94xb2,29,0,0
url,https://login.co/l~afht,23,1,1
url,https://login.org/ipd.33h,25,1,0
url,http://login.com/tcomi-viftp,28,1,1
url,http://login.org/b_3~0_61qi.jv,30,1,1
url,https://paypal.info/2w2wsnsclalv,32,0,0
url,http://verify-login.co/7radeaoz,31,1,0
url,http://secure-auth.org/5-nt_-z1,31,1,1
url,https://google-login.co/615atxhz,32,1,1
url,https://secure.co/hzrrzlki,26,1,1
url,http://paypal.info/8-nkr3,25,0,0
url,http://apple.com/hc~0p9k,24,0,0
url,https://secure.info/dfq563xa39yc3i_,35,1,0
url,https://bank.com/z~bf_mqi.vd,28,0,1
url,http://bank.org/vdb43lgr,24,0,1
url,https://apple-login.net/dh~.pqhfcdno.,37,1,1
url,http://verify-secure.info/ooa8katadla,37,1,0
url,http://bank.org/r_3_sub8uamq,28,0,1
url,http://login-secure.net/2~uk_tibh,33,1,1
url,http://secure-auth.co/2ebb3-1aamf,33,1,1
url,https://secure-secure.info/xu_vr,32,1,0
url,http://google-auth.com/~xmv-w4ysrdge,36,0,1
url,http://bank.co/9e4pic,21,0,1
url,https://apple.info/.eu3f,24,0,0
url,http://paypal-update.net/9t8x3ds32,34,1,1
url,http://amazon-secure.info/cv7n1iosk,35,1,0
url,https://secure.com/01eqlth7q,28,1,0
url,http://bank.info/h0q1q,22,0,0
url,http://login-secure.net/u~3.9~z,31,1,0
url,http://bank-update.com/fu_8syzv6b5,34,1,1
url,https://bank.org/qkosk6su,25,0,1
url,https://apple-auth.org/vki.a5cjj,32,0,1
url,https://bank-login.org/1ewhl,28,1,0
url,http://login.info/h.s2n_il,26,1,0
url,https://login-secure.info/c90344cz2eb7,38,1,1
url,http://bank-update.net/5k3be3,29,1,0
url,http://google.org/1oeokr1rfto.1,31,0,1
url,https://bank-login.info/ngl._tz44u33wmd,39,1,0
url,https://bank-login.com/9~qk3_az,31,1,1
url,https://paypal.org/2-qgqvvlw.,29,0,1
url,https://paypal.info/c~34~os0n9t,31,0,1
url,https://login.com/azpmmbss.z4,29,1,0
url,https://verify-secure.net/pm4ubj6n,34,1,1
url,https://secure.co/hjq012qcn,27,1,0
url,https://apple.com/wsq7~5o_ayo,29,0,0
url,http://google.net/6os.xkcfanm,29,0,0
url,https://apple-auth.org/0l1i9.8y-gee.i,37,0,1
url,http://apple.org/6jb_8cfb0,26,0,0
url,https://paypal-login.co/fzdct3,30,1,0
url,https://secure.com/ytxfxzka,27,1,1
url,http://apple-login.net/8tb_4xewe-xamj,37,1,0
url,http://bank.info/w.wvkxn7,25,0,0
url,https://google-login.com/7a38u.xc4l3p75h,40,1,0
url,https://secure-update.co/s9vbt,30,1,0
url,https://google.co/sta1u3hz3,27,0,0
url,https://amazon.org/vuy.fqyrrc3,30,0,0
url,https://apple-login.org/wvl_f.tfa_,34,1,0
url,http://verify.co/r-q~.,22,1,0
url,http://amazon-login.net/-jlrjck4czlkk,37,1,0
url,http://secure.info/h3k87xjplwl,30,1,0
url,http://verify.com/0a7.5~lult_p3,31,1,0
url,http://google-secure.info/c37p~9lu6ayo,38,1,0
url,http://bank-update.net/d9xp.mfvhxt4,35,1,1
url,https://verify-login.info/3vsckzbcfgzt,38,1,0
url,https://secure.co/9w.2ovd5ahl8i6,32,1,1
url,http://verify-login.org/q63-x7u6iw_s0,37,1,1
url,https://secure.info/l6tln3y7at~1hd,34,1,1
url,https://secure.co/1w4_0iw8r4,28,1,1
url,http://paypal.com/18rdgbkl,26,0,0
